category,price_inr_mean,price_inr_median,price_inr_std,price_inr_min,price_inr_max,rating_mean,rating_median,rating_std,rating_min,rating_max,rating_count_mean,rating_count_median,rating_count_std,rating_count_min,rating_count_max
South Special Dosa,236.29,229.0,22.02,219.0,279.0,3.84,4.3,1.17,2.1,5.0,9.43,7.0,6.55,3,23
South indian,177.68,180.5,48.79,70.0,249.0,4.15,4.25,0.52,2.2,4.6,224.77,103.0,262.01,4,855
South indian curry items (kulambu),110.0,110.0,,110.0,110.0,5.0,5.0,,5.0,5.0,6.0,6.0,,6,6
Southern Rice Bowls,170.0,170.0,0.0,170.0,170.0,4.5,4.5,0.14,4.4,4.6,144.0,144.0,38.18,117,171
Southern Specials,160.0,160.0,,160.0,160.0,4.4,4.4,,4.4,4.4,63.0,63.0,,63,63
Southern Spiced Khichdis,209.0,209.0,14.14,199.0,219.0,3.7,3.7,0.42,3.4,4.0,16.5,16.5,10.61,9,24
Soya Chaap,191.75,184.0,23.73,179.0,249.0,4.12,4.2,0.41,3.5,4.6,48.62,26.5,57.18,6,173
Soya Chaap Gravies (New),342.0,342.0,0.0,342.0,342.0,3.23,3.2,0.06,3.2,3.3,1.0,1.0,0.0,1,1
Soya Chaap Main Course,274.0,274.0,7.07,269.0,279.0,3.65,3.65,0.35,3.4,3.9,25.0,25.0,8.49,19,31
Soya Chikka,280.0,280.0,,280.0,280.0,4.0,4.0,,4.0,4.0,2.0,2.0,,2,2
Soya Gravy Items,295.0,295.0,0.0,295.0,295.0,4.02,4.3,0.84,2.4,4.7,3.17,2.5,1.94,2,7
Soya Rolls,178.75,180.0,14.36,160.0,195.0,4.1,4.65,1.34,2.1,5.0,58.0,32.0,74.96,4,164
Sp.mukhwas,64.0,64.0,,64.0,64.0,3.7,3.7,,3.7,3.7,1.0,1.0,,1,1
Spaghetti,286.24,280.0,54.76,230.0,359.88,4.4,4.4,0.43,3.9,5.0,16.2,7.0,17.82,3,45
Sparkling Iced Beverages,185.0,189.0,5.16,179.0,189.0,4.01,4.65,1.08,2.1,4.9,5.9,4.0,3.96,1,13
Special,179.0,170.0,77.67,100.0,300.0,4.07,4.1,0.25,3.6,4.5,119.4,63.0,173.81,4,589
Special  Dish,106.33,105.0,8.08,99.0,115.0,4.57,4.7,0.32,4.2,4.8,12.0,13.0,4.58,7,16
Special Assortments,976.5,741.0,486.62,570.0,1824.0,4.51,4.65,0.48,3.8,5.0,10.0,8.0,6.41,4,21
Special Assortments Combos,515.0,515.0,,515.0,515.0,4.5,4.5,,4.5,4.5,92.0,92.0,,92,92
Special Bengali Sweets,80.0,80.0,29.7,59.0,101.0,3.75,3.75,1.06,3.0,4.5,44.0,44.0,53.74,6,82
Special Biryani,267.38,202.5,171.35,121.0,559.0,4.12,4.0,0.45,3.7,5.0,39.12,28.0,34.09,2,95
Special Bread Toast,164.25,170.0,25.32,129.0,188.0,4.72,4.75,0.25,4.4,5.0,10.5,6.0,11.09,3,27
Special Combo,295.27,299.0,24.95,250.0,329.0,4.5,4.5,0.31,4.0,5.0,26.27,21.0,20.69,3,69
Special Combo -Meal,299.5,310.0,32.03,205.0,320.0,4.42,4.4,0.31,3.4,4.9,35.09,12.0,41.64,2,146
Special Combos,352.61,252.0,193.4,200.0,676.0,4.41,4.3,0.39,3.9,5.0,52.33,12.0,71.9,1,218
Special Dalbati,200.0,200.0,,200.0,200.0,4.1,4.1,,4.1,4.1,66.0,66.0,,66,66
Special Desi Starters,299.0,294.0,21.08,269.0,349.0,4.23,4.25,0.34,3.8,4.8,35.1,15.5,53.04,1,176
Special Desserts,245.5,244.0,9.0,238.0,256.0,4.53,4.6,0.49,3.9,5.0,6.0,6.0,1.83,4,8
Special Dosa,189.5,192.0,57.3,135.0,239.0,4.0,4.3,0.81,2.8,4.6,125.5,109.5,137.02,4,279
Special Dosa's,143.0,145.0,7.21,135.0,149.0,4.53,4.5,0.15,4.4,4.7,266.0,111.0,292.16,84,603
Special Dosas,122.5,122.5,3.54,120.0,125.0,4.75,4.75,0.07,4.7,4.8,655.5,655.5,434.87,348,963
Special Falooda,299.0,299.0,14.14,289.0,309.0,3.3,3.3,0.42,3.0,3.6,1.0,1.0,0.0,1,1
Special Family Pack Biryanis,862.5,875.0,25.0,825.0,875.0,4.68,4.65,0.1,4.6,4.8,39.0,38.0,22.8,13,67
Special Flavour Ice Creams,108.33,105.0,7.18,100.0,120.0,4.51,4.65,0.7,2.4,5.0,33.67,26.0,32.89,2,122
Special Fruits Milk Shake,260.29,254.0,42.64,202.0,338.0,4.59,4.8,0.5,3.7,5.0,61.43,26.0,87.02,6,252
Special Ice Cream,217.25,230.0,33.52,169.0,240.0,4.18,4.15,0.71,3.4,5.0,2.25,2.0,0.5,2,3
Special Ice Cream And Fruit Sundaes,109.0,109.0,0.0,109.0,109.0,4.42,4.7,0.54,3.5,4.8,8.2,9.0,3.7,3,12
Special Item,182.66,189.5,59.39,68.0,299.0,4.37,4.55,0.45,3.4,5.0,13.33,7.0,18.18,1,93
Special Items,121.67,90.0,57.42,80.0,200.0,3.23,3.3,0.23,2.8,3.5,36.83,17.0,38.93,7,92
Special Juices,113.0,113.0,4.24,110.0,116.0,4.65,4.65,0.49,4.3,5.0,4.0,4.0,4.24,1,7
Special Kebab Biryani,344.0,344.0,7.07,339.0,349.0,4.4,4.4,0.14,4.3,4.5,601.5,601.5,355.67,350,853
Special Kulchas,181.0,181.0,,181.0,181.0,4.4,4.4,,4.4,4.4,341.0,341.0,,341,341
Special Lassi's,131.75,132.0,55.93,63.0,200.0,4.42,4.5,0.31,4.0,4.7,13.75,9.5,12.61,4,32
Special Local Dishes,244.0,244.0,63.64,199.0,289.0,4.15,4.15,1.2,3.3,5.0,7.0,7.0,2.83,5,9
Special Magic Momos,199.88,215.0,55.38,135.0,260.0,4.5,4.45,0.27,4.1,4.8,33.25,14.5,50.69,3,154
Special Masala Dosa,183.45,189.0,16.99,163.0,202.0,4.16,4.2,0.52,3.0,4.8,110.27,25.0,202.76,3,653
Special Masala Dosai,167.0,182.0,40.59,117.0,202.0,4.52,4.5,0.24,4.1,4.8,161.17,91.0,244.6,3,651
Special Meals,299.0,299.0,,299.0,299.0,4.2,4.2,,4.2,4.2,111.0,111.0,,111,111
Special Medium Pizza,459.71,479.0,68.75,369.0,599.0,4.36,4.4,0.51,2.0,5.0,12.27,2.0,22.56,1,110
Special Namkeen,154.92,152.38,7.61,152.38,180.95,4.52,4.7,0.72,2.3,5.0,13.2,11.0,16.05,3,67
Special Occassion Wali Thalis,289.0,289.0,14.14,279.0,299.0,4.35,4.35,0.78,3.8,4.9,12.5,12.5,3.54,10,15
Special Offer Pizza,129.52,129.52,0.0,129.52,129.52,4.6,4.6,0.0,4.6,4.6,1.5,1.5,0.71,1,2
Special Platter,1010.0,1010.0,,1010.0,1010.0,4.8,4.8,,4.8,4.8,6.0,6.0,,6,6
Special Shakes & Mocktails,164.08,170.0,20.5,99.0,170.0,4.12,4.1,0.49,3.5,4.8,12.0,6.5,13.33,1,45
Special Sweets,247.14,120.0,283.01,50.0,571.43,4.93,5.0,0.12,4.8,5.0,4.0,4.0,1.0,3,5
Special Thali,397.62,410.0,31.16,321.0,410.0,4.0,4.15,0.73,3.1,5.0,8.12,3.5,9.06,1,26
Special Thalis,418.5,425.0,13.0,399.0,425.0,4.35,4.3,0.1,4.3,4.5,98.5,91.5,32.6,68,143
Special items,260.0,260.0,,260.0,260.0,4.5,4.5,,4.5,4.5,5.0,5.0,,5,5
Special offers,178.33,180.0,4.08,170.0,180.0,4.27,4.6,0.88,2.5,4.9,167.0,173.0,142.65,11,411
Special sarson ka saag desi ghee,799.0,799.0,,799.0,799.0,4.0,4.0,,4.0,4.0,3.0,3.0,,3,3
Special veg ka maja,437.5,437.5,53.03,400.0,475.0,4.2,4.2,0.42,3.9,4.5,6.0,6.0,2.83,4,8
Speciality Pizza,375.0,375.0,7.07,370.0,380.0,3.2,3.2,0.0,3.2,3.2,1.0,1.0,0.0,1,1
Speciality Pizzas,560.71,445.0,249.66,275.0,885.0,4.2,4.4,0.79,2.7,5.0,4.86,4.0,2.79,2,10
Specials,216.25,235.0,55.28,80.0,240.0,4.62,4.65,0.18,4.4,4.9,20.38,12.0,17.05,6,53
Specials Menu,500.0,500.0,,500.0,500.0,4.7,4.7,,4.7,4.7,8.0,8.0,,8,8
Spice Ka Tadka,110.0,110.0,,110.0,110.0,2.2,2.2,,2.2,2.2,3.0,3.0,,3,3
Spl,117.2,129.0,21.36,90.0,139.0,4.32,4.2,0.4,4.0,5.0,105.8,96.0,71.47,3,198
Spl Combo,285.0,285.0,,285.0,285.0,4.2,4.2,,4.2,4.2,186.0,186.0,,186,186
Spl Juices,245.0,245.0,0.0,245.0,245.0,4.9,4.9,0.14,4.8,5.0,10.0,10.0,1.41,9,11
Spl. Sweet Of The Day,106.0,106.0,,106.0,106.0,4.7,4.7,,4.7,4.7,46.0,46.0,,46,46
Spring Roll,170.0,170.0,14.14,160.0,180.0,4.3,4.3,0.42,4.0,4.6,5.0,5.0,2.83,3,7
Squizza / Pizza,108.5,108.5,30.6,82.0,135.0,4.57,4.6,0.05,4.5,4.6,80.0,71.5,77.79,12,165
Stand Alone Meat Items,299.38,247.5,120.87,190.0,520.0,4.68,4.65,0.13,4.5,4.9,108.25,91.5,62.46,27,228
Staples,366.38,329.0,83.12,269.0,485.0,4.72,4.8,0.23,4.3,5.0,26.08,11.0,28.01,3,91
Starter,294.52,292.5,122.99,20.0,699.0,4.26,4.35,0.56,1.5,5.0,50.22,12.0,109.69,1,964
Starter & Chinese,144.5,144.5,48.79,110.0,179.0,4.2,4.2,0.42,3.9,4.5,26.0,26.0,28.28,6,46
Starter & Chinese ,164.5,164.5,48.79,130.0,199.0,4.3,4.3,0.28,4.1,4.5,272.0,272.0,123.04,185,359
Starter ( Non- Veg),180.0,180.0,,180.0,180.0,2.8,2.8,,2.8,2.8,5.0,5.0,,5,5
Starter/Kebabs,399.0,399.0,,399.0,399.0,4.8,4.8,,4.8,4.8,1.0,1.0,,1,1
Starters,215.55,202.5,105.36,20.0,610.0,4.22,4.3,0.62,1.6,5.0,42.63,10.0,116.4,1,992
Starters & Afgani,387.5,387.5,17.68,375.0,400.0,3.75,3.75,0.07,3.7,3.8,21.5,21.5,7.78,16,27
Starters & Iranian,572.5,567.5,235.04,355.0,800.0,4.08,4.25,0.54,3.3,4.5,14.75,14.5,9.43,4,26
Starters & Kebabs,107.0,109.0,48.71,35.0,199.0,4.07,4.1,0.7,2.4,5.0,6.4,4.0,6.27,1,34
Starters & Salads,313.71,330.0,68.04,180.0,440.0,4.58,4.7,0.41,3.7,5.0,29.71,24.5,24.46,3,99
Starters And Rolls,240.0,220.0,40.0,200.0,300.0,4.4,4.45,0.21,4.0,4.6,31.5,24.5,25.97,6,75
Starters Non Veg,326.11,340.0,43.72,260.0,390.0,4.34,4.4,0.47,3.5,5.0,69.89,35.0,77.78,4,240
Starters Pizza,204.0,204.0,21.21,189.0,219.0,4.8,4.8,0.0,4.8,4.8,249.0,249.0,182.43,120,378
Starters Veg,252.13,255.0,47.5,160.0,320.0,4.25,4.4,0.62,3.1,4.9,27.0,11.0,35.92,3,137
Starters and Beverages,78.29,66.5,24.11,49.0,109.0,4.37,4.5,0.65,2.2,5.0,3.37,3.0,2.71,1,11
Steam & Fries momos,200.0,200.0,14.14,190.0,210.0,4.4,4.4,0.0,4.4,4.4,682.0,682.0,380.42,413,951
Steam Momo,182.52,169.0,56.67,109.0,345.0,4.33,4.4,0.47,1.8,5.0,51.82,19.0,101.52,1,919
Steam and Fried Momos,131.5,129.0,5.0,129.0,139.0,4.15,4.2,0.19,3.9,4.3,14.0,14.0,5.77,7,21
Steam/Fry,150.0,150.0,,150.0,150.0,4.3,4.3,,4.3,4.3,125.0,125.0,,125,125
Steamed Momos,119.0,119.0,40.82,79.0,159.0,4.03,4.15,0.73,3.1,4.7,12.5,12.0,12.77,1,25
Stew,599.0,599.0,,599.0,599.0,4.6,4.6,,4.6,4.6,4.0,4.0,,4,4
Stick Kulfi,64.07,63.56,3.82,63.56,100.0,4.71,4.8,0.36,1.9,5.0,85.1,50.0,101.67,4,488
Stick Kulfi Large,99.0,99.0,0.0,99.0,99.0,4.5,4.55,0.3,3.9,5.0,3.54,2.5,2.8,1,10
Stick Kulfi Regular,69.0,69.0,0.0,69.0,69.0,4.55,4.7,0.3,4.1,4.7,1.5,1.0,1.0,1,3
Sticks,185.03,203.39,53.09,67.8,220.34,4.6,4.8,0.47,3.8,5.0,7.75,5.0,7.52,1,23
Story-house-fries,375.0,375.0,,375.0,375.0,4.3,4.3,,4.3,4.3,7.0,7.0,,7,7
Strarters,330.0,330.0,,330.0,330.0,5.0,5.0,,5.0,5.0,6.0,6.0,,6,6
Street Food Snacks,200.57,196.5,47.91,127.0,297.0,4.32,4.3,0.37,3.6,5.0,5.29,4.0,4.16,1,14
Street Food Specials,189.0,189.0,14.14,179.0,199.0,4.5,4.5,0.0,4.5,4.5,62.5,62.5,14.85,52,73
Street Sliders,248.0,245.0,85.07,115.0,419.0,3.82,4.1,0.83,2.0,4.4,7.38,3.0,12.53,1,38
Street Style Indian Snacks,139.0,139.0,11.55,129.0,149.0,4.02,4.0,0.62,3.3,4.8,16.25,15.0,11.09,6,29
Stuff Paratha,184.55,200.0,34.46,140.0,240.0,4.2,4.4,0.7,2.6,4.9,79.64,8.0,190.9,5,651
Stuff Paratha Combo,277.57,269.0,21.93,259.0,309.0,4.59,4.5,0.31,4.2,5.0,68.29,55.0,78.13,2,210
Stuffed Garlic Breads,209.77,219.0,36.76,159.0,249.0,3.61,3.55,0.72,2.0,5.0,2.54,2.0,1.36,1,6
Stuffed Paranthas,254.0,250.0,5.48,250.0,260.0,4.32,4.5,0.7,3.1,4.9,5.6,4.0,5.22,1,14
Stuffed Paratha,102.71,75.0,80.56,65.0,285.0,4.06,4.1,0.48,3.5,5.0,113.29,48.0,192.91,4,547
Stuffed Paratha Lunchbox,221.14,229.0,31.07,189.0,299.0,4.17,4.25,0.53,3.0,5.0,37.54,2.0,53.65,1,158
Sub,290.0,280.0,27.12,255.0,335.0,4.1,4.25,0.92,2.1,5.0,4.12,2.0,5.14,1,16
Subah Ka Nashta,111.15,120.0,46.29,40.0,205.0,4.18,4.1,0.33,3.5,5.0,90.73,33.0,129.12,1,443
Subji,203.5,203.5,101.12,132.0,275.0,4.85,4.85,0.07,4.8,4.9,7.0,7.0,1.41,6,8
Sugar Free Item,138.0,138.0,,138.0,138.0,4.4,4.4,,4.4,4.4,28.0,28.0,,28,28
Sugar Free Mithai,454.92,513.0,106.05,250.0,513.0,4.47,4.4,0.39,3.9,5.0,24.0,13.0,28.87,4,80
Sugar Free Sweets,416.4,426.0,39.52,354.0,450.0,4.85,4.8,0.16,4.5,5.0,9.9,5.5,11.74,2,38
Sugarfree Beverages,107.13,110.45,40.52,65.71,141.9,4.3,4.3,0.62,3.6,5.0,8.75,5.5,9.81,1,23
Sugarfree Sweets & Rabri,120.0,120.0,0.0,120.0,120.0,4.6,4.6,0.0,4.6,4.6,122.5,122.5,105.36,48,197
Sukuaa (Dry Fish Item),229.0,229.0,,229.0,229.0,3.9,3.9,,3.9,3.9,5.0,5.0,,5,5
Summer Beverages,120.0,125.0,8.66,110.0,125.0,4.57,4.5,0.12,4.5,4.7,109.67,53.0,101.63,49,227
Summer Coolers,55.09,21.19,67.8,21.19,156.78,4.28,4.25,0.33,3.9,4.7,2.5,2.0,1.0,2,4
Summer Deal Of The Month,139.0,139.0,,139.0,139.0,5.0,5.0,,5.0,5.0,2.0,2.0,,2,2
Summer Special,79.12,66.25,31.11,46.5,125.0,4.15,4.3,0.75,3.0,5.0,114.88,6.0,210.39,3,597
Summer Special Beverages,149.0,149.0,1.41,148.0,150.0,4.75,4.75,0.35,4.5,5.0,37.5,37.5,44.55,6,69
Summer cool special,140.0,140.0,,140.0,140.0,4.4,4.4,,4.4,4.4,5.0,5.0,,5,5
Summer's THANDAI,120.0,120.0,0.0,120.0,120.0,4.9,4.9,0.14,4.8,5.0,2.0,2.0,0.0,2,2
Sumthing Soupy,360.0,360.0,49.5,325.0,395.0,4.9,4.9,0.14,4.8,5.0,4.5,4.5,0.71,4,5
Sundae,480.0,480.0,0.0,480.0,480.0,4.3,4.3,0.42,4.0,4.6,53.0,53.0,0.0,53,53
Sundaes,265.0,265.0,,265.0,265.0,3.3,3.3,,3.3,3.3,1.0,1.0,,1,1
Sunny's Special,200.0,200.0,84.85,140.0,260.0,4.75,4.75,0.35,4.5,5.0,28.0,28.0,31.11,6,50
Super Bowls,388.0,388.0,0.0,388.0,388.0,4.63,4.8,0.29,4.3,4.8,1.33,1.0,0.58,1,2
Super Heroâ€™s Of Our Menu,475.0,475.0,0.0,475.0,475.0,4.45,4.45,0.35,4.2,4.7,2.5,2.5,2.12,1,4
Super Indulge,211.02,211.02,,211.02,211.02,2.8,2.8,,2.8,2.8,4.0,4.0,,4,4
Super Rolls,252.22,270.0,28.63,200.0,290.0,4.08,4.1,0.3,3.6,4.5,102.89,52.0,101.5,11,278
Super Saver Baskets (Serves 3-5),625.86,575.0,236.91,439.0,1139.0,4.3,4.2,0.49,3.6,5.0,1.57,1.0,0.79,1,3
Super Saver Combos,438.29,389.0,77.02,259.0,599.0,4.32,4.5,0.53,3.0,5.0,2.39,2.0,2.13,1,9
Super Saver Deals,584.38,639.0,266.42,179.0,999.0,4.48,4.6,0.4,3.0,5.0,4.29,3.0,4.17,1,19
Super Saver Meals,164.75,185.0,54.85,80.0,220.0,3.74,4.1,0.78,2.1,4.8,63.17,18.5,146.56,4,525
Super Saver Packs,401.38,370.0,179.08,200.0,800.0,4.4,4.7,0.74,2.8,5.0,11.54,5.0,13.68,2,43
Super Saver Wrap Duos,334.19,319.0,60.4,229.0,439.0,4.29,4.4,0.53,2.4,5.0,8.0,4.0,12.56,1,125
Super-duper Thick Shakes,265.0,265.0,,265.0,265.0,4.8,4.8,,4.8,4.8,1.0,1.0,,1,1
Superbowl,342.43,339.0,14.13,339.0,399.0,4.11,4.2,0.48,2.5,4.9,38.77,23.0,41.03,2,146
Supergrain Khichdi Bowls,218.89,212.0,28.62,192.0,271.0,4.38,4.4,0.43,3.7,5.0,10.63,8.0,9.48,1,32
Supreme Regular Pizza,299.0,299.0,0.0,299.0,299.0,3.83,3.8,0.08,3.8,4.0,281.14,161.0,258.45,137,855
Sushi,352.15,352.15,136.32,255.76,448.54,3.75,3.75,1.06,3.0,4.5,5.0,5.0,0.0,5,5
Sushi (Uramaki),570.0,530.0,114.39,410.0,890.0,4.83,4.9,0.24,4.1,5.0,26.13,21.0,24.92,3,77
Swag Combos,280.0,280.0,,280.0,280.0,5.0,5.0,,5.0,5.0,5.0,5.0,,5,5
Sweeets And Desserts,213.8,237.0,33.67,174.0,239.0,4.36,4.6,0.48,3.7,4.8,122.4,57.0,164.78,6,412
Sweet,37.89,35.0,25.3,17.0,110.0,4.25,4.3,0.46,3.5,5.0,90.32,47.0,97.91,1,279
Sweet & Snacks,55.11,35.0,30.94,20.0,110.0,4.11,4.2,0.48,3.1,5.0,48.0,18.0,60.76,3,231
Sweet Bakes,179.77,170.0,84.47,85.0,335.0,4.58,4.65,0.3,4.0,5.0,16.95,8.0,34.11,1,158
Sweet Crepes,290.0,290.0,0.0,290.0,290.0,4.7,4.7,0.14,4.6,4.8,33.0,33.0,7.07,28,38
Sweet Dish,130.9,122.5,33.33,99.0,186.0,4.17,4.25,0.23,3.6,4.4,226.6,79.0,365.65,5,938
Sweet Ending,241.0,249.0,23.87,199.0,259.0,4.54,4.5,0.11,4.4,4.7,31.6,29.0,20.11,9,60
Sweets,155.85,122.86,160.23,8.0,1600.0,4.5,4.6,0.47,2.1,5.0,63.57,21.0,116.21,1,955
Sweets & Deserts ,59.0,59.0,,59.0,59.0,4.2,4.2,,4.2,4.2,551.0,551.0,,551,551
Sweets (Mithai),244.77,210.0,90.84,130.0,440.0,4.71,4.8,0.27,4.2,5.0,16.73,9.5,22.97,3,112
Sweets (desi Ghee),277.5,182.5,195.04,175.0,570.0,3.95,4.3,1.34,2.2,5.0,4.25,4.0,1.26,3,6
Sweets And Savories,260.0,260.0,0.0,260.0,260.0,4.95,4.95,0.07,4.9,5.0,3.5,3.5,0.71,3,4
Sweets [No Added Sugar],220.0,220.0,,220.0,220.0,3.8,3.8,,3.8,3.8,1.0,1.0,,1,1
Sweets(5 Piece Pack),178.33,175.0,45.09,135.0,225.0,4.93,5.0,0.12,4.8,5.0,13.33,16.0,6.43,6,18
Swiggy Combos,337.5,337.5,116.67,255.0,420.0,4.85,4.85,0.21,4.7,5.0,3.5,3.5,0.71,3,4
Swiggy Exclusive,25.0,25.0,4.24,22.0,28.0,4.4,4.4,0.0,4.4,4.4,197.0,197.0,137.18,100,294
Swiggy Exclusive Combos,218.36,160.0,144.28,50.0,500.0,4.02,4.05,0.51,2.9,4.9,93.05,50.0,141.12,9,711
Swiggy Exclusive Combos (serves 1),258.0,270.0,46.86,150.0,320.0,4.63,4.65,0.22,4.3,4.9,36.0,25.0,34.25,4,95
Swiggy Flash Sale,456.67,480.0,116.76,330.0,560.0,3.83,4.4,1.53,2.1,5.0,23.0,17.0,16.82,10,42
Syrups,139.83,139.83,6.0,135.59,144.07,4.9,4.9,0.14,4.8,5.0,3.5,3.5,2.12,2,5
Szechuan Noodles,90.0,90.0,,90.0,90.0,4.0,4.0,,4.0,4.0,8.0,8.0,,8,8
Szechuan Rice,70.0,70.0,,70.0,70.0,4.2,4.2,,4.2,4.2,6.0,6.0,,6,6
TARKA,110.0,110.0,,110.0,110.0,4.3,4.3,,4.3,4.3,17.0,17.0,,17,17
TARTS,58.33,60.0,2.89,55.0,60.0,4.4,4.3,0.36,4.1,4.8,11.0,11.0,2.0,9,13
TEA MASALA,75.0,75.0,0.0,75.0,75.0,4.23,4.3,0.4,3.8,4.6,1.33,1.0,0.58,1,2
THAI FOOD,579.33,495.0,216.21,418.0,825.0,3.9,3.9,1.1,2.8,5.0,3.33,3.0,0.58,3,4
THALI,284.25,204.5,213.21,129.0,599.0,4.03,3.95,0.75,3.2,5.0,8.0,8.5,3.92,3,12
THUKPA,239.0,239.0,,239.0,239.0,4.8,4.8,,4.8,4.8,58.0,58.0,,58,58
TO DAY SPICEAL,500.92,385.0,309.16,165.0,1375.0,4.42,4.7,0.73,2.6,5.0,18.62,7.0,22.43,3,67
TRAVEL PACKS,118.86,93.0,80.32,75.0,300.0,4.46,4.7,0.59,3.3,5.0,3.0,3.0,1.15,2,5
TS Special Curries,189.0,189.0,28.28,169.0,209.0,2.6,2.6,1.27,1.7,3.5,4.5,4.5,0.71,4,5
TSS Signature Sandwich,260.0,270.0,42.72,190.0,310.0,4.52,4.6,0.26,4.1,5.0,25.89,14.0,28.8,2,90
Taco,169.0,169.0,,169.0,169.0,3.1,3.1,,3.1,3.1,1.0,1.0,,1,1
Taco Saver Combos (upto 30% Off),485.67,559.0,172.14,289.0,609.0,3.7,3.7,0.3,3.4,4.0,38.33,35.0,24.17,16,64
Taco's,131.67,125.0,10.33,125.0,145.0,4.1,4.25,0.4,3.3,4.4,181.5,114.5,151.78,14,383
Tacos,171.0,164.0,74.75,79.0,399.0,4.24,4.3,0.4,3.4,4.9,31.61,24.0,38.95,1,184
Tadka,133.33,100.0,57.74,100.0,200.0,4.53,4.5,0.06,4.5,4.6,471.0,420.0,428.78,70,923
Tandoor,242.01,260.0,168.51,12.0,749.0,4.3,4.4,0.54,2.2,5.0,53.23,19.0,79.07,1,523
Tandoor & Kebabs,429.74,385.0,100.96,310.0,600.0,4.57,4.6,0.29,3.9,5.0,63.32,19.0,95.31,2,348
Tandoor & Paratha,90.62,82.5,40.39,40.0,145.0,4.46,4.5,0.32,4.0,4.9,161.38,118.5,181.94,16,574
Tandoor Breads,110.79,102.25,51.05,46.2,319.0,4.46,4.5,0.47,3.3,5.0,27.96,17.5,24.05,4,91
Tandoor E Snacks,235.0,235.0,7.07,230.0,240.0,3.3,3.3,0.28,3.1,3.5,10.5,10.5,2.12,9,12
Tandoor Kitchen,380.6,385.0,26.2,335.5,401.5,4.4,4.5,0.56,3.6,5.0,4.0,2.0,3.24,1,8
Tandoor Se,115.47,79.5,114.67,14.0,550.0,4.18,4.1,0.48,3.0,5.0,58.24,14.5,90.09,1,324
Tandoor Se Mulaqaat,280.0,280.0,0.0,280.0,280.0,4.55,4.55,0.35,4.3,4.8,153.5,153.5,204.35,9,298
Tandoor Starter,315.67,289.0,64.29,269.0,389.0,4.23,4.1,0.32,4.0,4.6,53.67,70.0,29.16,20,71
Tandoor Starters,338.58,342.5,39.33,255.0,410.0,4.49,4.7,0.58,3.1,5.0,7.42,5.0,6.72,1,27
Tandoor Tawa,73.0,32.0,78.91,16.0,195.0,3.69,4.3,1.08,2.1,4.8,17.86,16.0,17.75,1,54
Tandoor se,77.65,80.0,20.47,35.0,105.0,4.37,4.4,0.4,3.4,5.0,108.0,42.0,154.61,1,477
Tandoori,366.4,375.0,142.36,38.0,930.0,4.24,4.35,0.52,2.8,5.0,36.58,9.0,71.43,2,314
Tandoori & Barbeque,112.5,110.0,100.09,15.0,220.0,3.95,4.0,0.23,3.5,4.1,9.83,8.0,7.83,4,25
Tandoori & Chinese Starters,391.67,390.0,7.64,385.0,400.0,4.93,4.9,0.06,4.9,5.0,10.67,13.0,6.81,3,16
Tandoori (Kabab),315.0,315.0,,315.0,315.0,4.7,4.7,,4.7,4.7,3.0,3.0,,3,3
Tandoori / Tikka / Kabab,300.0,300.0,,300.0,300.0,4.1,4.1,,4.1,4.1,98.0,98.0,,98,98
Tandoori And Fry Non Veg,450.0,450.0,,450.0,450.0,5.0,5.0,,5.0,5.0,13.0,13.0,,13,13
Tandoori And Fry Veg,190.0,190.0,,190.0,190.0,4.3,4.3,,4.3,4.3,21.0,21.0,,21,21
Tandoori And Tikka,312.0,312.0,,312.0,312.0,4.3,4.3,,4.3,4.3,7.0,7.0,,7,7
Tandoori Bread,102.83,90.0,54.25,50.0,325.0,4.25,4.3,0.42,3.6,5.0,123.0,29.0,183.09,3,672
Tandoori Breads,85.79,80.0,37.34,24.0,165.0,4.27,4.3,0.37,3.3,5.0,188.33,81.0,253.46,6,972
Tandoori Chaap,206.67,200.0,11.55,200.0,220.0,3.53,3.6,1.5,2.0,5.0,2.0,2.0,1.0,1,3
Tandoori Delights,330.0,285.0,91.24,270.0,435.0,3.77,4.1,0.76,2.9,4.3,12.33,12.0,4.51,8,17
Tandoori Items,390.0,390.0,,390.0,390.0,4.0,4.0,,4.0,4.0,46.0,46.0,,46,46
Tandoori Kebabs,530.67,456.0,139.85,450.0,880.0,4.6,4.8,0.57,3.4,5.0,25.11,12.0,29.66,4,92
Tandoori Kulcha & Paratha,145.0,145.0,21.21,130.0,160.0,3.35,3.35,1.06,2.6,4.1,12.0,12.0,4.24,9,15
Tandoori Momos,213.57,229.0,47.59,156.0,270.0,4.41,4.5,0.51,3.4,4.9,15.43,8.0,21.59,3,63
Tandoori Non Veg,449.75,440.0,60.28,399.0,520.0,4.15,4.15,0.4,3.8,4.5,158.0,19.0,285.38,8,586
Tandoori Paneer Tikka or Kabab,221.87,204.0,39.53,167.5,283.0,4.37,4.6,0.54,3.5,5.0,39.67,21.0,48.94,3,149
Tandoori Platter,495.0,495.0,,495.0,495.0,5.0,5.0,,5.0,5.0,3.0,3.0,,3,3
Tandoori Roti(Breads),77.0,55.0,38.5,40.0,130.0,4.36,4.4,0.26,4.0,4.6,40.6,30.0,40.75,5,101
Tandoori Snacks,373.32,370.0,94.53,298.0,785.0,4.57,4.8,0.66,2.2,5.0,10.8,7.0,10.16,3,43
